game_id,cluster_id
297985,0
204296,3
119150,6
119147,6
198677,14
146592,18
147298,46
51479,29
135816,62
203808,34
22754,2
43831,14
20266,14
230709,31
333511,9
308958,2
9562,2
255599,50
14377,67
205816,21
114385,36
89709,21
339785,18
253835,36
236224,16
367349,14
350839,1
8216,2
39479,62
348785,56
4816,62
334974,21
216577,17
164816,44
294481,1
223479,74
88816,14
206974,41
217728,14
353709,21
164782,3
67642,14
164587,14
372712,2
368846,38
182352,0
198676,10
51709,1
341924,49
179709,10
65266,8
202871,10
58577,59
1560,30
80309,62
154709,37
221669,16
336776,38
347463,41
326877,66
348816,41
357709,56
123644,24
113251,24
244691,0
145266,27
323309,1
203160,22
111163,7
367316,41
146624,68
50321,74
327341,1
361115,9
267889,14
57266,21
240804,41
284019,6
357463,41
136816,27
196115,44
167302,42
69463,14
268443,2
134463,49
1709,10
56309,10
255603,50
335436,49
367131,24
109266,16
6309,30
131783,6
353463,1
212265,1
98463,58
372713,42
25936,0
33077,42
294785,50
10709,12
326738,10
41870,64
213702,1
326311,41
341360,0
9463,2
326737,8
7309,58
372716,56
329853,38
82434,14
353266,21
24907,4
61463,54
325309,24
105463,21
20816,16
353665,2
336463,7
321259,66
21816,14
342668,58
213010,0
109233,27
38463,1
333709,1
35561,44
87266,14
263732,58
264583,70
194137,46
280516,32
192866,0
134947,58
337709,32
352285,59
336482,38
275434,14
210329,24
79257,2
69382,42
3309,24
343160,24
372719,6
120266,21
153816,14
41709,27
368354,38
272816,29
229719,58
252643,37
270266,58
4309,18
943,70
193327,46
82528,37
37709,1
172309,18
367675,32
144146,38
30081,25
171266,28
11544,37
69709,2
12428,42
304232,1
350675,1
325818,14
328943,14
295432,41
8389,20
348033,4
368291,25
52276,67
347903,1
332806,14
145016,59
200845,32
372723,44
295897,32
338659,9
293791,10
372724,42
343168,46
2581,8
343161,40
362751,41
44334,49
280861,56
368355,38
150255,2
369467,2
151787,18
360467,41
197404,23
357147,25
340965,1
63063,42
251745,56
98445,9
127636,73
333736,43
237551,71
114418,61
134684,16
364680,41
248582,68
346599,36
369593,1
166608,32
242467,46
334308,12
333209,2
341685,44
344031,4
368352,38
19958,37
19072,2
69064,14
360496,2
47571,24
368451,38
2042,44
141113,39
242043,48
129624,68
328145,38
332832,1
205018,23
126974,25
275387,9
332504,3
319302,43
352041,46
350678,24
94844,58
271302,19
147908,5
33074,20
228506,32
165337,69
360093,2
206943,56
113419,68
317302,0
90547,18
117763,21
11907,8
134014,2
151194,34
275302,1
302302,3
202108,16
292223,53
368374,38
332914,23
278302,7
154806,18
372708,46
267302,42
266274,34
349763,24
165690,0
153230,39
272302,8
299302,38
19898,5
296302,32
114505,39
270748,46
81106,2
129101,6
275647,46
44263,42
256302,7
233959,2
128228,56
368880,38
2545,8
200861,24
122273,32
159422,38
245306,1
26753,4
345825,44
194862,56
20321,64
251302,14
227808,69
334915,18
360336,34
64710,48
156121,32
132710,29
46710,38
352766,2
75045,20
260090,29
332244,1
165574,12
340662,55
341355,41
37140,7
341333,55
360053,46
38105,49
165229,67
336599,1
150998,25
65321,32
258358,10
368602,41
41710,24
48943,49
135862,0
207026,45
232793,20
247931,32
346321,26
141536,11
26943,0
42710,14
372726,56
339270,32
207321,0
369640,38
372737,24
153675,42
328212,21
367581,1
29165,25
325155,38
372728,25
348710,21
48321,8
343398,41
334618,38
209937,58
297314,3
288938,46
335710,6
244662,1
345710,5
332239,58
372727,32
372729,73
11321,1
302710,24
254710,44
59528,74
33964,16
337403,30
353212,21
4270,56
47763,4
153563,23
269321,1
185943,4
234212,8
336943,12
169321,72
185927,18
197546,0
46490,24
274056,2
9765,54
337481,6
343056,24
367307,38
359212,46
317467,18
352340,1
131672,32
311421,42
339056,5
332389,2
372736,2
862,2
358662,39
188710,38
197172,18
333212,27
15212,54
327710,24
201050,34
332241,1
93950,25
76192,53
355040,32
9796,16
19212,1
320208,52
34056,56
53209,0
367337,38
87577,21
225056,12
254776,56
231703,61
276643,61
214974,36
334056,54
42321,24
335716,72
181000,0
342037,1
267388,46
236603,0
275988,36
266344,1
119685,0
333769,41
89550,4
324514,10
334943,4
150089,0
230627,15
103789,25
53460,56
300338,60
346675,0
237321,31
30779,41
295321,41
306199,4
287742,18
3321,62
1470,8
231394,0
355844,1
345564,15
156670,18
56321,48
328564,5
36069,41
93531,48
24056,15
170777,68
191564,57
76847,6
105685,46
174564,1
134457,8
271575,19
258787,70
338321,0
31604,56
372739,9
209315,45
6564,4
95833,5
342413,3
207327,44
333741,5
216319,29
243624,38
9056,2
147212,57
144947,6
243225,24
122608,41
301087,24
348161,44
342742,1
48564,58
48456,58
218086,14
342051,1
179685,2
156815,6
309851,6
171281,17
212056,6
341346,1
335155,2
87039,14
357056,38
1523,16
89564,49
178056,58
342253,14
44056,34
149364,55
109,2
145991,4
332847,0
140910,2
358576,6
31207,22
129468,0
279356,46
109330,24
51056,1
19903,18
195580,0
52586,14
27433,18
178387,58
250722,46
355019,2
348397,41
206815,24
353575,5
3020,68
165564,2
115564,22
151915,14
346373,38
142801,7
334662,38
262928,67
348299,32
13564,8
341564,0
372159,30
140086,41
340301,26
366323,41
977,2
34828,0
372158,5
46015,34
25199,16
6056,58
311056,54
372160,5
235564,18
142874,2
146748,43
348387,18
224722,9
333411,32
318564,18
11348,44
255281,41
180021,24
20041,37
346154,12
340290,38
33261,20
64564,10
38460,10
217529,37
370239,22
313631,21
1370,74
194440,21
150532,24
350867,21
255929,41
371180,36
350637,1
107402,24
214370,11
344401,32
177631,12
303964,0
172556,17
362910,41
169763,0
140354,70
330814,24
278221,41
174521,16
328244,2
355018,24
327133,41
340326,38
366334,40
25878,16
371130,46
356701,24
372740,42
258280,21
256960,11
104278,6
250513,53
283095,7
82591,17
234545,39
259867,11
204138,2
256978,11
241895,2
334003,2
1577,2
366329,24
257453,11
328376,2
110381,25
317631,21
366333,46
177387,12
235056,6
372741,0
13161,56
298232,1
337641,36
189337,38
135160,2
286022,6
290104,36
273864,11
332503,3
27958,10
116354,59
155301,26
313204,38
296056,58
367578,38
338642,49
335080,17
140056,7
84927,24
371137,17
257476,11
123730,18
464,35
368395,38
338056,48
16311,42
367584,46
372745,32
339464,26
340307,38
282929,29
6075,58
301289,41
149631,44
42464,1
28841,30
372744,32
340297,38
231801,42
367819,38
304131,29
256464,3
332505,3
19129,20
370592,17
327212,21
19464,37
290212,1
130236,0
33722,16
148041,48
37151,30
187464,5
246300,8
353957,1
339517,38
20464,20
168212,3
313816,56
18974,56
341841,58
246185,27
332485,54
347464,32
172577,37
338036,14
339117,1
343419,55
271849,19
35789,0
68613,0
43227,2
236562,2
340303,32
221631,38
338184,3
338038,10
349147,55
257480,11
65631,8
206212,1
360180,56
308003,29
145415,67
97631,1
332266,26
41790,58
257042,11
56218,27
152522,5
327472,27
129641,56
371744,42
26577,67
340748,38
127986,25
44994,1
203218,10
34218,24
360631,15
81869,26
335859,24
308917,56
359688,0
233818,11
245544,8
307535,19
19820,74
46218,12
257451,11
3631,49
68491,42
274805,24
257478,11
27464,16
358534,58
261,1
296820,29
120405,32
37218,14
297186,42
349658,41
77218,33
308148,2
174631,21
110762,0
333130,24
163906,0
337308,6
358357,24
175997,42
204161,32
7886,11
340321,38
349336,42
356002,24
349993,42
173052,0
365490,18
167748,10
365165,32
340312,24
250986,41
340304,38
340313,41
110229,24
370080,24
257481,11
199507,32
331578,29
144317,32
327577,14
170050,15
150327,73
342845,74
305972,46
326565,41
291236,73
329366,6
44565,48
145032,15
147565,5
283887,16
108565,21
229455,49
233277,58
72575,7
233331,24
325337,36
21565,21
175908,14
191265,17
9889,4
173032,44
342782,21
270056,15
153341,0
38565,28
358388,46
277824,60
72565,54
341726,18
301101,16
331962,37
271156,46
372742,2
141416,59
9565,58
257449,11
203311,36
75840,8
67626,42
341629,24
261120,21
232710,2
363565,41
31213,41
288682,1
104826,1
293704,1
35912,46
336791,31
97434,1
16359,32
360565,41
130576,29
17895,42
77565,1
288670,29
81565,4
341808,29
52284,56
1429,21
22987,14
201322,10
707,69
114347,41
157952,58
6565,27
360094,2
236724,9
221322,48
302565,1
28320,41
352322,1
224320,3
186742,22
302616,29
90565,21
337441,18
339842,21
295565,36
254266,11
83236,1
366338,56
286140,26
350575,14
13623,21
45565,27
335322,1
332322,65
235326,11
335419,6
257043,11
230322,55
182199,35
301565,3
335028,32
44631,1
119304,20
360092,2
141375,18
256965,11
358322,50
332478,12
335528,10
38982,68
336779,31
3236,67
236322,6
366332,1
342832,49
343259,1
53043,10
342833,1
366325,41
15322,47
344552,42
341654,18
16322,1
335521,14
335525,62
44911,3
74322,14
360300,41
367008,38
42631,14
160322,41
197492,38
37059,74
372748,18
8719,2
127939,25
331751,38
372749,46
326604,29
367601,18
248426,14
248413,14
150600,11
3322,62
258847,1
366322,60
113576,21
367773,24
206338,36
142631,22
341677,0
298303,1
202322,58
172006,66
96126,15
285576,25
223436,2
111322,38
360411,41
3325,27
190166,0
143631,2
342834,64
367786,38
287254,73
266187,18
268322,24
195915,18
367802,38
189065,55
302379,25
262592,11
233322,27
130049,25
372746,41
367833,38
367789,47
276780,24
242505,59
40723,14
189251,56
342795,54
10332,25
295302,41
371496,38
174776,5
90588,1
330310,27
340621,55
106396,2
24206,6
310514,29
145631,8
243652,24
186022,27
201639,24
257040,11
164259,56
166631,41
332693,21
184532,1
169152,0
257038,11
125562,73
239302,68
257465,11
190310,24
122838,32
256967,11
353903,18
330730,44
169173,74
330723,44
333057,0
89310,14
15759,35
340577,62
146704,42
342973,6
333944,6
328230,1
132270,0
123949,6
365183,1
327185,14
371,34
57084,25
367167,26
348252,24
351305,61
351808,0
268577,14
99629,0
340454,55
355578,36
84310,48
344556,0
139907,3
112192,14
185626,24
127218,73
368162,16
200496,0
336787,31
332310,0
297316,3
315058,3
135949,6
357577,41
250314,24
345407,25
8717,35
25068,2
10917,27
346566,56
202290,24
370056,57
241389,2
366337,9
18631,1
204006,15
225216,38
256554,9
346679,41
55709,36
249114,15
335104,31
219971,0
241680,42
146544,18
332278,1
351690,15
210544,23
341907,65
13663,36
226396,2
190384,12
239577,29
372640,2
177480,1
309416,41
33663,21
161577,42
334577,1
344119,36
205196,2
337974,25
254104,46
371755,22
330147,4
127934,24
360577,20
703,70
20752,2
43934,12
19614,30
345390,38
315592,71
360996,54
125401,25
67399,27
270609,57
47935,8
340934,55
27196,2
356934,4
345233,41
222418,27
73418,54
119547,6
221167,42
154497,74
356418,14
371065,41
329864,26
202870,10
46354,1
332418,24
125474,42
196504,64
220458,48
196865,38
366065,1
326956,1
264553,16
115389,56
327418,14
129921,41
47418,14
97670,38
295338,46
260119,66
329372,20
197188,32
220602,0
11085,20
201774,24
18418,8
138517,32
201638,24
201623,24
332517,3
283881,74
50418,14
151306,32
364411,14
119058,21
268302,20
347418,24
145627,42
15517,12
20577,30
5060,42
136605,61
261546,46
224528,26
243513,24
150140,0
145035,22
42577,14
196017,16
336163,1
6577,21
366977,66
201337,24
345727,33
10877,66
45829,28
173418,60
10788,37
202299,24
308229,55
123372,8
19406,42
223577,3
158308,63
128411,55
8620,2
334219,42
286391,6
46877,8
237910,3
5550,34
351216,1
166425,24
283819,1
349667,38
107808,36
141685,2
360563,73
120260,14
353764,36
271507,19
255584,18
348303,41
350642,1
165679,0
349951,67
273848,7
337073,24
131823,32
201474,0
303527,24
272391,20
332946,6
141540,61
122605,32
350650,1
372755,44
343005,27
221577,10
42764,0
178100,53
372750,18
334564,1
348788,32
341638,1
360558,24
154057,32
204780,68
341646,14
118424,32
367113,37
298416,2
353,19
51856,1
258414,2
190037,0
339935,24
249418,41
334418,24
333530,36
257262,24
350418,6
339762,0
99150,0
358904,39
350647,1
367015,38
360547,17
5319,9
5764,16
338418,44
339951,1
261188,9
330139,31
244418,36
210233,21
334568,1
350646,1
350645,1
82015,6
337418,58
356485,48
86497,32
1774,64
330471,0
121335,25
140907,28
122105,39
277986,24
228416,21
130111,18
35835,41
372162,38
306455,4
350691,41
119577,40
196847,21
45418,48
282613,24
242006,46
104868,0
367248,56
231577,31
291802,36
220006,6
178050,58
211034,18
126434,32
177033,6
366418,14
360466,38
16003,22
265302,55
301426,9
304201,6
369584,38
27457,15
287017,6
62045,38
159859,0
267418,42
325231,1
117560,25
325235,42
2039,74
45213,56
187554,22
191605,74
203987,37
325230,1
129835,32
364172,1
367342,62
135859,48
48050,4
178657,57
136514,16
292150,61
207185,0
26551,74
109786,6
183622,42
20330,18
327023,38
23289,4
201051,32
214574,15
123577,56
241450,37
186837,6
18689,24
138655,20
336985,1
134577,18
323857,14
124807,73
106071,37
347481,24
343050,25
286577,70
20711,14
367031,24
348213,38
18948,0
370294,12
343605,26
315339,6
43711,14
329460,25
209620,29
16346,20
372203,46
353617,0
56695,59
53929,42
334123,1
210711,2
169711,41
322755,38
128481,12
347695,8
367089,24
309917,18
90199,69
320392,16
44902,4
199302,38
312653,25
141208,24
349212,36
372754,24
179711,49
33747,2
159188,1
101214,72
270357,40
365234,2
359711,8
344711,56
203804,39
334584,1
372752,46
10274,1
336992,1
336984,1
96157,48
264742,6
116225,0
313522,26
188418,6
72321,9
361010,1
361013,1
93255,14
313511,12
14748,2
332511,43
337577,1
117511,41
271056,19
8373,42
361015,1
364711,1
336987,1
336991,1
367022,26
210751,2
24511,12
295105,1
316711,41
318398,21
271055,19
132302,2
350511,18
5481,4
335086,14
359841,53
6481,27
281032,24
343406,42
129511,2
25081,39
343304,0
240018,42
361014,1
310258,46
275946,24
56511,73
331293,27
302412,15
372785,6
344797,6
328848,32
245502,14
99822,15
129420,20
367114,37
271051,19
368611,1
310418,59
3650,62
313823,21
366798,1
364038,21
367061,24
368209,14
286107,58
316325,2
268033,19
122104,6
117520,61
246511,14
358913,23
55464,2
292255,20
161419,32
114923,2
365602,2
37463,14
367109,37
223704,10
360391,40
63566,14
284847,2
227677,23
33302,32
271820,2
333509,42
159706,41
254730,18
304489,0
26386,18
156511,63
336995,1
75161,11
367158,14
221690,17
235450,21
277947,46
320511,50
349042,2
530,2
183422,57
194042,21
338511,32
75541,2
171304,0
226996,33
360953,24
107155,37
249914,56
367240,0
341216,1
340920,24
286175,47
221042,4
9479,9
332498,5
368972,1
319511,1
340704,56
94182,67
254509,71
230535,6
368871,0
127561,2
309840,36
341435,38
372787,32
341443,0
333419,32
9448,70
129443,36
359543,6
193559,26
20323,59
341445,38
372791,41
346202,25
361544,20
111054,1
341323,18
219058,8
261831,25
40069,14
155748,36
339865,21
198998,58
47069,4
342614,55
337043,38
358734,27
336983,1
372799,41
247152,36
336986,1
344528,56
336323,21
108757,18
342929,46
169323,14
39323,16
91069,5
276493,52
349255,14
349920,42
340319,24
39245,21
337382,4
284991,6
211420,0
361001,1
221323,48
326452,32
337416,49
151177,22
335867,41
206866,49
134566,1
76165,18
139587,7
281323,14
342067,15
333143,41
320396,25
294031,25
370839,41
141810,18
355551,24
368939,24
140530,41
86383,42
363323,41
14999,32
342731,46
143500,66
360321,73
326849,67
361003,1
76065,45
202704,48
368841,66
349323,1
45401,58
127384,5
341683,1
169369,42
335410,1
119554,37
272778,0
292238,16
200302,21
43566,28
210630,39
367366,38
56323,48
146165,5
250492,68
325566,14
367961,38
109017,12
178292,18
9732,2
6323,30
368942,26
372804,12
15323,20
130976,25
355014,21
35883,42
123992,21
203323,48
339156,24
335826,6
259323,1
154323,24
279386,23
198303,1
117295,21
205732,9
168323,24
127911,1
372801,36
145385,2
213210,18
244724,46
129302,41
186156,6
352490,4
86187,41
368911,38
318089,36
243058,36
348624,24
28566,28
336582,0
240303,24
340058,55
237238,36
140798,20
9566,4
215841,46
149381,53
346267,27
36690,62
350267,0
362299,41
357566,41
169267,58
195267,26
342841,9
316498,27
212267,18
306131,24
343730,3
275792,53
17350,6
116689,25
51871,1
359169,60
312329,41
321352,26
35955,2
333141,24
367025,1
372788,42
326321,23
163267,1
172566,17
174953,21
367059,38
267598,48
281337,26
372806,56
280790,18
350146,56
200441,21
63347,48
346563,6
196359,5
103009,32
211916,25
281820,59
279481,32
356825,3
357072,21
351143,49
100997,42
337369,41
90566,52
174312,14
344511,41
303514,56
372809,44
372807,46
76187,54
345817,32
324800,22
356341,32
250859,32
15627,9
350551,67
110054,2
355790,25
238902,48
348665,6
96713,14
22817,8
295178,60
340947,14
136019,57
181491,21
264817,8
166073,36
37036,20
218642,48
348035,39
345267,4
220566,48
360469,67
274656,24
10869,36
333853,58
7817,27
264772,23
325149,14
341388,1
284610,21
3817,2
23267,14
271847,19
51267,48
360520,41
62566,14
248665,41
332694,14
25629,6
306143,27
199808,8
322683,22
328267,8
75302,24
360665,36
337170,50
348817,55
372813,44
6311,1
372805,18
140726,57
372811,41
274388,27
183610,1
1100,27
205724,57
142817,54
343712,5
205067,21
355866,54
965,74
191346,57
66179,14
173138,24
187490,18
268865,24
367866,10
34857,25
360566,6
338564,23
199866,4
151257,47
366236,24
255817,24
164416,36
342637,32
146593,16
352817,14
95023,2
100156,6
136164,45
312866,67
346866,6
259291,18
341408,9
225317,48
193742,67
263696,40
360212,1
372792,6
221017,48
340604,0
86513,47
26574,44
337367,41
207069,42
372798,6
3846,28
138817,29
28560,41
341439,32
8794,42
266858,44
350554,32
22221,28
21817,4
327164,15
345554,32
146082,44
334598,25
143293,37
335655,18
361866,36
346132,58
248563,2
368769,4
277069,50
155752,32
355196,21
338302,24
104938,67
253695,10
56712,58
4214,32
102069,37
12712,27
369984,1
326531,70
339069,1
362727,15
217552,34
238069,3
97886,3
239069,27
224323,3
219767,41
290897,53
29279,32
361023,73
64872,48
192634,0
43712,14
329178,66
360069,21
110804,8
344069,49
353877,21
360460,55
292200,23
338185,38
137271,6
191888,42
260649,18
341434,56
332524,3
367082,12
310209,41
372845,25
341988,41
264153,41
356951,73
370237,15
258866,54
205069,22
32881,2
327776,58
277924,6
200797,48
275944,46
55051,58
367149,12
348072,42
204257,57
288666,15
337857,3
346991,1
109072,42
127569,57
372790,73
348333,38
282173,56
53259,42
339102,38
292583,36
231699,21
4712,1
238950,56
332521,3
332497,43
247811,20
314768,1
33803,34
203302,48
198460,62
348482,0
312331,2
347189,0
58310,21
218158,57
114561,19
19712,28
351317,0
218961,21
276739,20
306780,41
351329,8
28409,37
360578,1
172797,6
158396,42
286574,10
53591,37
271712,30
47712,1
51910,42
320686,65
367252,42
19484,2
144744,42
15916,70
62730,6
143923,38
143124,18
28387,12
200615,26
318161,55
360514,61
23330,37
215180,57
169712,41
290979,1
337010,14
68142,4
30634,15
360666,24
52083,59
368603,32
355328,2
96196,18
300593,6
46976,58
219168,48
332948,36
7263,34
140040,0
349702,38
360516,61
210093,57
349712,41
334574,38
368981,41
353378,56
42553,58
367712,1
88763,14
43972,14
29189,24
360515,61
331961,27
357712,2
55702,20
186935,43
360432,41
324165,53
229072,22
336843,38
340505,38
372803,2
372847,6
11553,28
61330,24
93168,24
19763,4
288104,49
